respondent_id,survey_year,country,age,gender,education_level,years_of_experience,role,employment_status,company_size,work_mode,coding_hours_per_week,annual_salary_usd,job_satisfaction,career_satisfaction,primary_os,languages_used,frameworks_used,databases_used,cloud_platforms_used,ide_editor,ai_tools_used,ai_usage_frequency,ai_productivity_boost_pct,ai_sentiment,ai_job_threat_perception,primary_learning_source,open_source_contributor,looking_for_job,remote_work_preference_1to5,burnout_frequency,want_to_learn_next
R07871,2020,United States,26,Man,Master's degree,1,Back-End Developer,Full-time,1-10,Hybrid,38,82400,1,5,macOS,Python;JavaScript;TypeScript,Next.js,MySQL,Azure;Netlify,VS Code,ChatGPT;v0;Amazon CodeWhisperer,Monthly,8,Somewhat positive,No threat,Official docs,0,Open to offers,5,Sometimes,Kubernetes;Zig
R07872,2024,Portugal,23,Man,Master's degree,0,Back-End Developer,Full-time,10000+,Hybrid,46,14700,5,5,macOS,Python;JavaScript;Bash/Shell;C#;HTML/CSS;C,React;PyTorch,MySQL;PostgreSQL;MariaDB,Netlify,VS Code;Vim/Neovim,GitHub Copilot;Claude,Never,0,Somewhat positive,Minimal threat,Stack Overflow,0,Not looking,4,Often,HTMX
R07873,2024,Australia,35,Man,Some college,13,Data Scientist,Student,1001-5000,Remote,10,20680,1,5,Linux,SQL;Python;JavaScript,TensorFlow;.NET,SQLite,AWS,VS Code;PyCharm;Sublime Text,ChatGPT;Amazon CodeWhisperer;Codeium,Daily,26,Neutral,Minimal threat,Online courses,0,Not looking,3,Sometimes,Kubernetes;Swift
R07874,2025,Spain,25,Man,Master's degree,6,Machine Learning Engineer,Full-time,11-50,Remote,36,44800,4,4,Windows,JavaScript,React Native;Vue.js,Supabase,Netlify;Google Cloud;AWS,Vim/Neovim,Claude;ChatGPT,Multiple times daily,34,Neutral,Minimal threat,Online courses,0,Open to offers,5,Sometimes,Go;Rust
R07875,2020,China,31,Man,Master's degree,15,Back-End Developer,Student,51-200,Hybrid,28,0,4,5,macOS,Python,Bootstrap;Nuxt.js;Tailwind CSS,Oracle;MongoDB;DynamoDB;PostgreSQL,Render;Google Cloud;DigitalOcean,Visual Studio;IntelliJ IDEA,Gemini;Claude;Amazon CodeWhisperer,Rarely,1,Neutral,Moderate threat,ChatGPT/AI,0,Open to offers,5,Never,Go;Kubernetes
R07876,2024,France,25,Man,Bachelor's degree,2,Student / Intern,Full-time,10000+,Hybrid,33,12900,4,4,macOS,Python;JavaScript,Svelte;Node.js;Express;.NET,MySQL;Supabase;Redis,Cloudflare;DigitalOcean,PyCharm,Cursor AI;ChatGPT;GitHub Copilot;Tabnine,Multiple times daily,28,Very positive,No threat,Stack Overflow,0,Open to offers,5,Often,Go;Web3
R07877,2024,India,30,Man,Self-taught / Bootcamp,7,Full-Stack Developer,Full-time,201-1000,Remote,46,11600,4,4,Linux,HTML/CSS;Rust,FastAPI;Angular;React Native,MySQL,AWS,VS Code;Zed;PyCharm,Cursor AI,Never,5,Neutral,No threat,ChatGPT/AI,0,Open to offers,5,Sometimes,Python;Kotlin
R07878,2022,Brazil,20,Man,Master's degree,1,Security Engineer,Student,11-50,Hybrid,15,0,4,3,macOS,SQL;C;Java,Bootstrap;Next.js;Node.js;FastAPI;Flask,Redis;MySQL;MongoDB;SQLite,Azure,IntelliJ IDEA;Android Studio,ChatGPT;GitHub Copilot;Amazon CodeWhisperer;Perplexity,Rarely,9,Very positive,Moderate threat,Online courses,0,Actively looking,5,Rarely,Elixir;Kubernetes
R07879,2026,Israel,35,Man,Some college,4,Data Scientist,Full-time,11-50,Hybrid,42,57800,3,5,macOS,C#;HTML/CSS;SQL;JavaScript,.NET;FastAPI,Elasticsearch;PostgreSQL;Neo4j;MariaDB,AWS;Cloudflare;Google Cloud,VS Code,ChatGPT;Claude,Monthly,18,Very positive,Moderate threat,ChatGPT/AI,0,Open to offers,5,Rarely,Elixir;Python;TypeScript
R07880,2024,New Zealand,42,Man,Self-taught / Bootcamp,22,Front-End Developer,Full-time,11-50,Remote,28,57600,4,3,Linux,JavaScript;Java,jQuery;Express;Vue.js;Angular,PostgreSQL;SQLite;MySQL;Redis,Vercel;AWS,Xcode;Zed;PyCharm,ChatGPT,Rarely,0,Neutral,Significant threat,YouTube,0,Open to offers,4,Always,Go
R07881,2022,India,40,Man,Self-taught / Bootcamp,16,Machine Learning Engineer,Full-time,10000+,Hybrid,32,24700,5,4,macOS,SQL;Haskell;Swift;TypeScript;Java;C#,Svelte,Oracle;Redis,AWS,Visual Studio;PyCharm;Vim/Neovim,ChatGPT;Perplexity;GitHub Copilot;Claude,Daily,16,Somewhat positive,Moderate threat,ChatGPT/AI,1,Actively looking,5,Often,Elixir;TypeScript
R07882,2024,Egypt,46,Man,Bachelor's degree,21,Engineering Manager,Full-time,201-1000,In-Office,27,27800,4,4,Linux,Rust,FastAPI,Oracle;MySQL;Supabase;SQLite,AWS;DigitalOcean;Cloudflare,VS Code;Android Studio,Gemini;GitHub Copilot;Windsurf;ChatGPT,Never,5,Somewhat negative,No threat,Stack Overflow,0,Actively looking,4,Sometimes,Kubernetes;TypeScript
R07883,2026,Netherlands,44,Man,Master's degree,15,Full-Stack Developer,Full-time,10000+,Hybrid,34,86100,4,3,Windows,SQL;Python;Kotlin;Go;Scala,Flutter;Spring Boot;Flask;Express;Bootstrap,SQLite;Redis;MongoDB,AWS,IntelliJ IDEA;VS Code,Perplexity;Windsurf,Never,11,Neutral,No threat,Stack Overflow,1,Open to offers,1,Sometimes,Go;AI/ML
R07884,2020,United States,29,Man,Bachelor's degree,7,Full-Stack Developer,Student,10000+,Hybrid,12,0,4,4,Windows,Java,Node.js;Next.js;Bootstrap;React;TensorFlow,MySQL,Vercel,IntelliJ IDEA;Cursor;VS Code,ChatGPT;GitHub Copilot;Claude Code;Windsurf,Daily,40,Somewhat positive,Moderate threat,Stack Overflow,0,Actively looking,5,Often,Swift;Go
R07885,2021,United Kingdom,19,Man,Master's degree,2,Student / Intern,Full-time,1-10,Hybrid,35,17800,3,5,Windows,Kotlin;JavaScript;Go,Next.js,ClickHouse,Vercel;Cloudflare,IntelliJ IDEA;VS Code,GitHub Copilot;ChatGPT;Gemini,Multiple times daily,47,Somewhat positive,Moderate threat,ChatGPT/AI,0,Not looking,3,Often,Kubernetes
R07886,2021,South Korea,41,Man,Self-taught / Bootcamp,24,Mobile Developer,Full-time,51-200,In-Office,45,91700,5,4,Linux,C#;Python,FastAPI;Spring Boot;Bootstrap;htmx;Tailwind CSS,MySQL;Elasticsearch;PostgreSQL,Cloudflare;AWS;Render,VS Code;Vim/Neovim,ChatGPT,Weekly,19,Neutral,Significant threat,Blogs,0,Not looking,3,Rarely,Go;Web3;Python
R07887,2024,Spain,19,Man,Bachelor's degree,3,Full-Stack Developer,Student,11-50,In-Office,21,4580,1,5,Linux,HTML/CSS;PHP;Rust;Lua,React,Microsoft SQL Server;PostgreSQL;Firebase Realtime DB,Google Cloud,VS Code;Vim/Neovim,ChatGPT;Amazon CodeWhisperer;Perplexity,Monthly,0,Somewhat negative,Significant threat,Official docs,0,Open to offers,2,Never,Zig
R07888,2026,India,34,Man,Master's degree,8,Front-End Developer,Full-time,51-200,Hybrid,44,15000,3,4,macOS,Dart;Python;HTML/CSS;Ruby;Bash/Shell,Node.js;Laravel;Flask,SQLite;PostgreSQL;MySQL;Neo4j,Cloudflare;Google Cloud,WebStorm,ChatGPT;Claude Code;Cursor AI;Gemini,Multiple times daily,77,Somewhat positive,Significant threat,Online courses,1,Not looking,5,Often,TypeScript;Kubernetes;Python
R07889,2022,China,28,Man,Master's degree,8,Machine Learning Engineer,Part-time,10000+,In-Office,22,80000,5,5,Windows,Python;SQL;C#;Java;TypeScript;JavaScript,Spring Boot;React;jQuery;FastAPI;React Native,DynamoDB,AWS;Google Cloud;Netlify,VS Code;WebStorm,ChatGPT,Daily,47,Neutral,Minimal threat,Online courses,1,Open to offers,1,Sometimes,Web3
R07890,2025,Ukraine,35,Man,Bachelor's degree,15,Back-End Developer,Full-time,5001-10000,Hybrid,33,23000,4,4,Windows,SQL;C#;PHP;Java;Ruby;C,React;Next.js;Express;.NET;Vue.js,MongoDB;Elasticsearch,Netlify;Azure,VS Code;Visual Studio;Android Studio,,Daily,38,Very positive,Moderate threat,Online courses,0,Not looking,3,Sometimes,Kubernetes;Zig
R07891,2026,United States,18,Man,Bachelor's degree,0,Machine Learning Engineer,Part-time,201-1000,Remote,44,45600,3,5,macOS,SQL;Kotlin;Python;C#;JavaScript;Java,htmx;Next.js;Node.js,MariaDB;MySQL,Google Cloud,PyCharm;VS Code,,Never,8,Very positive,Minimal threat,Official docs,0,Actively looking,5,Often,Go;Kotlin
R07892,2023,Norway,22,Man,Bachelor's degree,0,QA / Test Engineer,Full-time,10000+,Hybrid,35,49100,2,5,Windows,JavaScript,.NET;Next.js,PostgreSQL;SQLite;Supabase;MySQL,Vercel;Fly.io;Cloudflare,Eclipse;WebStorm;Zed,ChatGPT;GitHub Copilot;Claude;Claude Code,Multiple times daily,35,Somewhat positive,Moderate threat,Blogs,0,Not looking,4,Always,Python;Kubernetes;Rust
R07893,2023,Brazil,22,Man,Bachelor's degree,2,Student / Intern,Full-time,10000+,Hybrid,39,3900,5,3,Windows,HTML/CSS;Kotlin;Bash/Shell;TypeScript;Python;SQL,TensorFlow;Flutter,SQLite,Vercel;Azure,WebStorm,Perplexity;ChatGPT;GitHub Copilot,Multiple times daily,46,Neutral,Significant threat,ChatGPT/AI,0,Open to offers,4,Rarely,Zig;AI/ML
R07894,2026,Colombia,29,Man,Master's degree,3,Full-Stack Developer,Freelance,10000+,In-Office,32,14200,5,4,macOS,Python,Tailwind CSS;.NET,PostgreSQL;CockroachDB;MySQL;Firebase Realtime DB,AWS,Xcode;Vim/Neovim;VS Code,Tabnine;ChatGPT;GitHub Copilot,Multiple times daily,34,Very positive,Significant threat,Books,0,Not looking,5,Never,AI/ML;TypeScript
R07895,2025,Portugal,34,Prefer not to say,Bachelor's degree,14,Data Scientist,Full-time,51-200,Remote,36,42000,4,5,Windows,Go;Rust;Python;Bash/Shell,jQuery,MySQL;Supabase;PostgreSQL;Redis,Netlify;DigitalOcean,VS Code;Visual Studio,Gemini;ChatGPT;GitHub Copilot,Weekly,34,Somewhat positive,No threat,Stack Overflow,0,Open to offers,3,Never,Kubernetes;AI/ML;Rust
R07896,2020,Germany,26,Man,Bachelor's degree,6,Data Engineer,Freelance,201-1000,Remote,5,125100,3,4,macOS,C#;Python;TypeScript,.NET;React,MariaDB;Firebase Realtime DB;Microsoft SQL Server;MongoDB,Netlify;AWS,Visual Studio,,Multiple times daily,34,Very positive,Moderate threat,Blogs,0,Open to offers,5,Sometimes,AI/ML
R07897,2024,Ukraine,33,Man,Associate degree,10,Full-Stack Developer,Full-time,201-1000,Remote,32,29200,5,3,Windows,Python;Kotlin;HTML/CSS;Bash/Shell,React Native;Laravel;Vue.js,PostgreSQL;CockroachDB;SQLite,Google Cloud;AWS;Fly.io,IntelliJ IDEA;WebStorm,ChatGPT;GitHub Copilot,Rarely,7,Very positive,No threat,ChatGPT/AI,1,Open to offers,5,Often,Elixir;Web3
R07898,2023,Switzerland,41,Man,Bachelor's degree,13,Full-Stack Developer,Full-time,11-50,Hybrid,34,207100,3,4,Windows,JavaScript;TypeScript;Python,jQuery,MongoDB,AWS;Vercel;Hetzner,VS Code,ChatGPT,Multiple times daily,30,Very positive,Significant threat,Official docs,1,Open to offers,5,Always,Kubernetes;Elixir
R07899,2021,United States,42,Man,Bachelor's degree,14,Engineering Manager,Full-time,11-50,Remote,46,267300,4,4,Windows,JavaScript,Tailwind CSS;React;.NET;Bootstrap;FastAPI,Microsoft SQL Server;Oracle;Neo4j;MySQL,Google Cloud;Render,PyCharm;Android Studio,ChatGPT,Rarely,1,Somewhat positive,Minimal threat,YouTube,0,Open to offers,4,Always,AI/ML;TypeScript
R07900,2021,India,29,Man,Master's degree,9,Back-End Developer,Full-time,5001-10000,Hybrid,35,23100,3,4,macOS,C;HTML/CSS;JavaScript;SQL;C#,jQuery;Tailwind CSS,MySQL,Azure;AWS,Cursor,GitHub Copilot;ChatGPT;Tabnine,Monthly,8,Somewhat positive,Moderate threat,Blogs,0,Not looking,5,Rarely,Python
R07901,2021,India,18,Man,Master's degree,0,Freelancer / Consultant,Full-time,11-50,Hybrid,34,9600,5,2,Windows,Swift,.NET;jQuery;React,Elasticsearch;MySQL,Vercel;Google Cloud;Cloudflare,Vim/Neovim,ChatGPT;Gemini;Claude,Weekly,33,Neutral,Significant threat,Blogs,0,Open to offers,5,Often,Zig;Kubernetes
R07902,2020,Germany,30,Woman,Bachelor's degree,3,Game Developer,Full-time,10000+,Hybrid,43,56100,4,4,Windows,Python;PHP;JavaScript,Express,Redis;Supabase;MySQL,Heroku;Azure;Vercel,VS Code;Visual Studio,,Never,10,Very negative,Moderate threat,ChatGPT/AI,0,Not looking,5,Rarely,Python;Elixir;TypeScript
R07903,2026,France,33,Man,High school,11,DevOps / SRE,Full-time,10000+,In-Office,15,58500,1,2,Linux,PHP,React;Tailwind CSS;Node.js,DynamoDB;SQLite,DigitalOcean;Cloudflare;Vercel,Sublime Text;VS Code;Xcode,GitHub Copilot;ChatGPT;Codeium,Multiple times daily,54,Neutral,Minimal threat,YouTube,0,Actively looking,5,Rarely,HTMX;Web3
R07904,2023,Sri Lanka,26,Woman,Master's degree,7,Cloud Engineer,Part-time,1-10,Hybrid,38,13600,5,5,Windows,JavaScript;Swift,PyTorch;Express;.NET;Vue.js;Angular,Oracle;DynamoDB;Redis,AWS;DigitalOcean;Netlify,VS Code,ChatGPT;Cursor AI;Claude,Daily,25,Somewhat negative,Moderate threat,Stack Overflow,0,Not looking,4,Often,Python
R07905,2020,India,33,Man,Master's degree,6,Full-Stack Developer,Full-time,1-10,Hybrid,38,16100,5,3,macOS,C++,Tailwind CSS;jQuery;FastAPI;Node.js,Cassandra;MySQL,Render;Google Cloud;AWS,VS Code,Cursor AI;GitHub Copilot;Perplexity,Rarely,1,Somewhat positive,Minimal threat,Books,0,Not looking,3,Sometimes,AI/ML;Python;Zig
R07906,2023,Netherlands,27,Man,Master's degree,2,Back-End Developer,Full-time,10000+,In-Office,44,59900,4,5,Linux,HTML/CSS;SQL,Node.js;.NET;Flutter,SQLite;PostgreSQL;Firebase Realtime DB,Netlify;AWS,PyCharm,Gemini;ChatGPT;Claude;Codeium,Multiple times daily,23,Neutral,Minimal threat,YouTube,0,Actively looking,5,Often,Kubernetes
R07907,2026,Nigeria,24,Man,Bachelor's degree,1,Student / Intern,Full-time,51-200,Remote,41,2000,4,5,Linux,SQL;Bash/Shell;Swift;Haskell,Angular;Ruby on Rails,Redis;MongoDB;Firebase Realtime DB,AWS,Cursor;Visual Studio;IntelliJ IDEA,Perplexity;Claude Code,Daily,37,Neutral,Moderate threat,Colleagues,1,Open to offers,5,Sometimes,Web3
R07908,2026,United States,32,Man,Bachelor's degree,7,Front-End Developer,Full-time,201-1000,In-Office,47,111100,4,4,Linux,TypeScript;Scala;Rust;JavaScript;SQL,.NET;Laravel,Redis;Firebase Realtime DB;PostgreSQL,Vercel,PyCharm,Cursor AI;Claude;ChatGPT;v0,Never,0,Very positive,Minimal threat,Online courses,0,Not looking,5,Rarely,Elixir;Swift;Kubernetes
R07909,2025,United States,28,Man,High school,0,Full-Stack Developer,Full-time,10000+,In-Office,33,65300,5,4,Windows,SQL,Laravel;TensorFlow;Angular;Tailwind CSS;Ruby on Rails,Firebase Realtime DB;MySQL,Cloudflare;AWS,VS Code,ChatGPT;GitHub Copilot;Windsurf,Multiple times daily,62,Somewhat positive,Moderate threat,Online courses,1,Open to offers,5,Never,Swift;Python
R07910,2022,India,50,Man,Bachelor's degree,22,Engineering Manager,Full-time,201-1000,Remote,30,35900,5,4,Windows,JavaScript;PHP,TensorFlow;React;Django;Laravel,PostgreSQL;MySQL;Firebase Realtime DB;CockroachDB,AWS;Google Cloud;Render,VS Code;Vim/Neovim,,Multiple times daily,28,Somewhat negative,Minimal threat,YouTube,1,Open to offers,5,Often,Kotlin;HTMX
R07911,2022,Singapore,39,Man,Bachelor's degree,14,DevOps / SRE,Freelance,1-10,Hybrid,16,127500,4,2,Windows,Bash/Shell;Java;TypeScript;Go,Flask;Express,Microsoft SQL Server;Supabase;SQLite,Cloudflare;Vercel;Azure,Cursor;IntelliJ IDEA,Claude;ChatGPT;GitHub Copilot,Daily,28,Very positive,Minimal threat,Official docs,0,Open to offers,5,Often,HTMX;Go
R07912,2025,Switzerland,33,Woman,Master's degree,5,Full-Stack Developer,Full-time,5001-10000,Remote,36,94300,4,4,macOS,TypeScript;SQL,Tailwind CSS;.NET,MongoDB;MySQL,Railway;Vercel;AWS,Vim/Neovim;Xcode,Claude Code,Multiple times daily,41,Somewhat positive,No threat,Blogs,1,Open to offers,4,Sometimes,Python;Kotlin;Rust
R07913,2023,Pakistan,23,Man,Bachelor's degree,7,Machine Learning Engineer,Full-time,201-1000,Hybrid,24,15100,2,5,Linux,Java;TypeScript;Bash/Shell;HTML/CSS,React;Spring Boot;Django;jQuery,MariaDB;Neo4j;MySQL,Cloudflare;Vercel,VS Code;Android Studio,Tabnine,Never,10,Somewhat positive,Moderate threat,ChatGPT/AI,1,Not looking,4,Sometimes,Kubernetes;Kotlin
R07914,2020,India,22,Man,Master's degree,0,Data Engineer,Full-time,201-1000,In-Office,20,16700,1,4,macOS,Go;TypeScript;JavaScript,.NET;jQuery;Ruby on Rails;htmx;Node.js,Firebase Realtime DB;SQLite,AWS;Railway,Visual Studio,,Rarely,5,Very positive,Significant threat,Online courses,0,Actively looking,4,Often,Rust
R07915,2022,United States,39,Man,Bachelor's degree,15,QA / Test Engineer,Freelance,1-10,Remote,36,147700,5,2,Linux,Bash/Shell;Python;Java,React Native;Node.js;React,SQLite;MySQL;PostgreSQL,AWS,IntelliJ IDEA;VS Code;Sublime Text,Claude;Perplexity;ChatGPT;GitHub Copilot,Daily,21,Somewhat negative,Moderate threat,Official docs,1,Not looking,5,Sometimes,Web3
R07916,2024,Philippines,22,Man,Bachelor's degree,2,Student / Intern,Full-time,1001-5000,In-Office,34,3100,2,5,Linux,PHP;Elixir;JavaScript,Tailwind CSS;React,MySQL;PostgreSQL;Microsoft SQL Server;Cassandra,Railway,Cursor,v0;GitHub Copilot;ChatGPT,Multiple times daily,0,Very positive,Minimal threat,Blogs,1,Not looking,5,Rarely,Python
R07917,2022,United States,34,Man,Bachelor's degree,14,Machine Learning Engineer,Full-time,1-10,Remote,40,116400,1,3,Windows,C++;SQL;Bash/Shell;Rust;HTML/CSS,TensorFlow;Node.js;Svelte;Tailwind CSS;FastAPI,PostgreSQL;SQLite;MySQL;MariaDB,Google Cloud;AWS;Fly.io,IntelliJ IDEA;Visual Studio,Gemini;ChatGPT;GitHub Copilot,Multiple times daily,39,Somewhat positive,Significant threat,ChatGPT/AI,1,Not looking,5,Often,Zig;Kotlin;Elixir
R07918,2024,India,34,Man,Master's degree,10,Game Developer,Full-time,201-1000,Remote,34,27200,5,4,macOS,C#;Rust;JavaScript;Java;TypeScript,Nuxt.js;React;.NET;FastAPI,MySQL;Elasticsearch,AWS;Cloudflare;DigitalOcean,Zed,,Weekly,1,Very positive,No threat,Online courses,0,Not looking,3,Sometimes,Web3;Python
R07919,2025,India,39,Man,Master's degree,18,Data Engineer,Full-time,5001-10000,Remote,25,27200,4,4,Windows,Bash/Shell;JavaScript;Python;C++,React;Next.js;React Native,MongoDB,AWS;Vercel;Cloudflare,Zed;VS Code;Vim/Neovim,Claude Code;GitHub Copilot;ChatGPT;Cursor AI,Daily,46,Somewhat positive,No threat,Books,0,Open to offers,4,Sometimes,TypeScript;Go
R07920,2024,United States,41,Man,Bachelor's degree,15,Front-End Developer,Full-time,11-50,Remote,26,79100,4,5,macOS,JavaScript;PHP;TypeScript;C++,Tailwind CSS;.NET;Svelte;jQuery;Node.js,MariaDB;SQLite;Redis;PostgreSQL,Cloudflare;AWS;Azure,Vim/Neovim;Cursor;Visual Studio,GitHub Copilot;Claude,Daily,31,Somewhat positive,Moderate threat,Official docs,0,Actively looking,4,Always,Python
R07921,2024,Bangladesh,22,Man,Associate degree,2,Front-End Developer,Freelance,5001-10000,Hybrid,26,4500,4,5,macOS,SQL;JavaScript;TypeScript;HTML/CSS;Swift,Node.js;Next.js;.NET;React,PostgreSQL;DynamoDB,Heroku;DigitalOcean;AWS,Visual Studio;IntelliJ IDEA,Amazon CodeWhisperer,Weekly,28,Neutral,Minimal threat,Books,1,Not looking,2,Always,HTMX;Kotlin;Zig
R07922,2023,United States,30,Man,Bachelor's degree,1,Back-End Developer,Full-time,1-10,Hybrid,33,74800,5,3,macOS,SQL;Go;C;TypeScript;Java;Python,Next.js;.NET,Redis;MongoDB;PostgreSQL,DigitalOcean,VS Code;Vim/Neovim,,Daily,50,Very positive,Minimal threat,Stack Overflow,1,Actively looking,2,Often,Web3
R07923,2022,United Kingdom,39,Man,Bachelor's degree,17,Game Developer,Full-time,51-200,In-Office,34,58800,3,4,Windows,HTML/CSS;C;Python,.NET;Express;Flask,SQLite,Cloudflare;AWS;Azure,VS Code;Visual Studio,ChatGPT;Claude;Gemini,Weekly,0,Neutral,Minimal threat,Blogs,0,Not looking,4,Often,TypeScript;Elixir
R07924,2021,United States,36,Man,Master's degree,8,Game Developer,Full-time,10000+,Remote,27,78800,5,4,Linux,TypeScript;Java,Express;Bootstrap;Node.js,PostgreSQL,Google Cloud;Netlify;Fly.io,Sublime Text;Xcode,,Daily,32,Somewhat positive,Will replace most devs,Books,0,Open to offers,5,Always,Elixir;Web3
R07925,2024,India,33,Man,Doctorate (PhD),15,Full-Stack Developer,Part-time,11-50,In-Office,22,36900,2,3,macOS,TypeScript;Swift;PHP;C#;SQL,React,Supabase;MySQL;Microsoft SQL Server,Google Cloud,WebStorm;Vim/Neovim;VS Code,Claude;Claude Code;ChatGPT,Weekly,18,Somewhat positive,Significant threat,Stack Overflow,0,Not looking,3,Sometimes,Rust
R07926,2024,Pakistan,26,Man,Some college,6,Back-End Developer,Freelance,5001-10000,Hybrid,32,8800,4,3,macOS,Bash/Shell;Python;TypeScript;SQL,jQuery,PostgreSQL;Firebase Realtime DB;MySQL,DigitalOcean,Zed,ChatGPT,Multiple times daily,22,Neutral,No threat,Colleagues,0,Open to offers,3,Rarely,Rust
R07927,2025,Chile,19,Man,Master's degree,0,Security Engineer,Full-time,201-1000,Remote,27,11900,3,3,macOS,Python;C#,Flutter;jQuery;Spring Boot;.NET,SQLite;PostgreSQL;Cassandra,Cloudflare;Azure;AWS,Vim/Neovim,Claude;ChatGPT,Daily,31,Neutral,Moderate threat,Stack Overflow,1,Open to offers,5,Sometimes,Kotlin;AI/ML
R07928,2026,India,45,Man,Master's degree,22,Engineering Manager,Part-time,201-1000,In-Office,34,58100,4,5,Windows,Rust;Ruby;Kotlin,Spring Boot;Node.js;Svelte,PostgreSQL;SQLite;MongoDB;Redis,Azure,Xcode;PyCharm;Sublime Text,GitHub Copilot;Gemini;ChatGPT;Cursor AI,Weekly,17,Very positive,No threat,ChatGPT/AI,1,Open to offers,4,Often,AI/ML
R07929,2024,India,28,Man,Bachelor's degree,9,Data Scientist,Full-time,201-1000,Hybrid,39,19600,4,4,macOS,Swift;C;R;JavaScript;HTML/CSS;SQL,Next.js;Flask;Spring Boot;TensorFlow,Cassandra;PostgreSQL,Cloudflare,Vim/Neovim,Cursor AI;Perplexity;Amazon CodeWhisperer,Daily,36,Somewhat positive,Minimal threat,ChatGPT/AI,1,Open to offers,4,Sometimes,AI/ML;Go;Web3
R07930,2025,France,47,Man,Bachelor's degree,24,Back-End Developer,Full-time,1-10,Hybrid,24,92900,4,5,macOS,Haskell;Kotlin;TypeScript;Swift;Java,Node.js;React;Flask,MySQL;PostgreSQL;SQLite,Azure;DigitalOcean;Vercel,Vim/Neovim,ChatGPT,Daily,6,Neutral,No threat,Books,1,Not looking,4,Sometimes,HTMX;Web3
R07931,2023,France,34,Man,Bachelor's degree,18,QA / Test Engineer,Full-time,1-10,Hybrid,36,97700,3,5,Windows,Lua;Java;TypeScript,Bootstrap;Flutter;Next.js;TensorFlow;React,Oracle,Google Cloud;Azure;AWS,VS Code,,Weekly,22,Very negative,Significant threat,YouTube,0,Not looking,5,Sometimes,Kubernetes
R07932,2024,United States,46,Man,Master's degree,28,Back-End Developer,Full-time,11-50,In-Office,44,243800,4,5,Windows,JavaScript;Java;SQL;Go,Next.js;Laravel;.NET;React;Vue.js,MySQL;PostgreSQL;DynamoDB,Google Cloud;Vercel,VS Code,,Weekly,25,Somewhat negative,Significant threat,ChatGPT/AI,0,Open to offers,4,Sometimes,HTMX;Zig
R07933,2023,Germany,33,Man,Bachelor's degree,0,Front-End Developer,Full-time,1-10,Hybrid,40,35500,3,4,Windows,TypeScript;SQL;JavaScript;Python,React;Angular;Tailwind CSS;Express;PyTorch,PostgreSQL;MySQL,Azure;AWS,VS Code;Zed,Claude,Multiple times daily,34,Very positive,Will replace most devs,Stack Overflow,1,Not looking,3,Never,Elixir
R07934,2022,India,18,Man,Bachelor's degree,0,Front-End Developer,Full-time,1001-5000,Hybrid,47,11700,3,4,Windows,Dart;C++,Node.js,PostgreSQL,Render;Netlify,IntelliJ IDEA;Vim/Neovim;VS Code,ChatGPT,Multiple times daily,16,Somewhat positive,Minimal threat,ChatGPT/AI,0,Not looking,3,Sometimes,HTMX
R07935,2025,Argentina,26,Man,Master's degree,8,Full-Stack Developer,Full-time,11-50,Hybrid,39,16900,2,3,macOS,SQL;Dart,Laravel;Bootstrap;Django;Node.js;React,SQLite;Oracle,Railway;Azure,WebStorm,Claude;Cursor AI,Daily,18,Somewhat positive,Will replace most devs,Official docs,1,Actively looking,4,Sometimes,TypeScript
R07936,2022,United States,36,Man,Bachelor's degree,14,Front-End Developer,Full-time,51-200,Hybrid,44,156100,5,5,macOS,R;TypeScript,Next.js;Node.js;Flutter;Django;FastAPI,SQLite,Azure;Fly.io,Android Studio;Vim/Neovim;VS Code,Gemini;GitHub Copilot,Weekly,27,Neutral,Significant threat,Official docs,0,Actively looking,4,Rarely,HTMX;Elixir
R07937,2020,Kenya,28,Man,Bachelor's degree,11,Front-End Developer,Full-time,11-50,Hybrid,54,14700,4,4,macOS,TypeScript;SQL;Swift;Zig,Spring Boot,PostgreSQL,DigitalOcean;Cloudflare;Azure,Vim/Neovim;WebStorm,ChatGPT;Perplexity;Claude;v0,Daily,25,Very positive,Significant threat,YouTube,0,Not looking,5,Sometimes,HTMX;Python;Go
R07938,2025,Egypt,29,Man,Associate degree,0,Full-Stack Developer,Freelance,51-200,Hybrid,21,7100,4,5,Windows,Go;Bash/Shell,FastAPI;Laravel,PostgreSQL;SQLite;Supabase,Railway;Vercel,Cursor;IntelliJ IDEA;Vim/Neovim,Claude Code;ChatGPT,Multiple times daily,23,Somewhat positive,Minimal threat,Official docs,1,Open to offers,5,Sometimes,HTMX
R07939,2024,India,46,Man,Self-taught / Bootcamp,26,Mobile Developer,Full-time,10000+,Remote,48,29800,5,3,macOS,Bash/Shell;TypeScript;JavaScript;PHP;HTML/CSS,React Native;Express;FastAPI;.NET;Bootstrap,MariaDB;DynamoDB;MongoDB,AWS;Vercel;DigitalOcean,PyCharm;WebStorm;Eclipse,Gemini;ChatGPT,Daily,24,Neutral,No threat,YouTube,1,Not looking,4,Always,Zig;Kotlin;TypeScript
R07940,2021,Pakistan,26,Man,Bachelor's degree,0,Front-End Developer,Full-time,1-10,Hybrid,52,2900,5,3,Linux,C#;SQL;JavaScript,Spring Boot,MongoDB,Render;DigitalOcean,VS Code,Perplexity;ChatGPT,Multiple times daily,59,Somewhat positive,Significant threat,Online courses,0,Not looking,5,Often,Rust;Swift;HTMX
